Device: xGravity,Device: yGravity,Device: zGravity,Device: xAcceleration,Device: yAcceleration,Device: zAcceleration,Device: pitch,Device: roll,Device: yaw,Device: xRotationRate,Device: yRotationRate,Device: zRotationRate,exerciseType,exerciseSubType,timeStampSaved,individual
-0.51,-0.85,-0.11,1.24,-0.72,-0.67,1.02,-1.36,1.39,-0.73,-2.91,2.15,Burpee,secondHalf,2017-04-28 08:33:11:969,3
-0.66,-0.75,-0.12,0.16,0.07,-0.46,0.84,-1.39,1.29,-0.99,0.15,1.1,Burpee,secondHalf,2017-04-28 08:33:12:068,3
-0.69,-0.71,-0.14,0.78,-0.07,-0.29,0.79,-1.37,1.19,-0.84,-0.99,0.22,Burpee,secondHalf,2017-04-28 08:33:12:168,3
-0.69,-0.71,-0.09,0.36,-0.27,-0.4,0.8,-1.44,1.03,-1.46,-2.29,-0.1,Burpee,secondHalf,2017-04-28 08:33:12:269,3
-0.74,-0.67,-0.08,-0.24,-0.12,-0.06,0.74,-1.47,0.82,-1.82,-2.1,1.11,Burpee,secondHalf,2017-04-28 08:33:12:369,3
-0.86,-0.5,0.07,-0.28,-0.02,-0.1,0.52,-1.65,0.67,-0.68,-3.12,2.92,Burpee,secondHalf,2017-04-28 08:33:12:468,3
-0.9,-0.17,0.4,-0.67,-0.33,-0.51,0.17,-1.98,0.59,0.54,-3.37,3.54,Burpee,secondHalf,2017-04-28 08:33:12:568,3
-0.74,0.09,0.66,-0.78,-0.27,-0.69,-0.09,-2.3,0.46,0.24,-3.01,2.38,Break,Break,2017-04-28 08:33:12:669,3
-0.62,0.27,0.74,-0.26,-0.11,-0.52,-0.28,-2.44,0.34,0.64,0.3,2.1,Break,Break,2017-04-28 08:33:12:768,3
-0.61,0.45,0.65,0.54,-0.6,-0.37,-0.47,-2.39,0.24,1.1,0.92,1.72,Break,Break,2017-04-28 08:33:12:868,3
-0.58,0.6,0.55,0.8,-0.79,-0.47,-0.65,-2.33,0.23,1.2,0.34,1.07,Break,Break,2017-04-28 08:33:12:968,3
-0.57,0.68,0.46,0.49,-0.43,-0.55,-0.75,-2.25,0.3,0.98,-0.03,-1.19,Break,Break,2017-04-28 08:33:13:068,3
-0.72,0.52,0.46,-0.62,0.06,-0.36,-0.55,-2.14,0.47,-1.05,0.26,-2.68,Break,Break,2017-04-28 08:33:13:168,3
-0.8,0.42,0.43,-1.08,0.21,-0.12,-0.44,-2.07,0.43,-0.69,0.56,0.85,Break,Break,2017-04-28 08:33:13:268,3
-0.76,0.47,0.45,-0.05,-0.07,-0.2,-0.49,-2.11,0.34,-0.38,-0.26,0.78,Break,Break,2017-04-28 08:33:13:368,3
-0.73,0.48,0.49,0.29,-0.09,-0.46,-0.5,-2.16,0.28,-0.51,-0.15,-0.37,Break,Break,2017-04-28 08:33:13:468,3
-0.79,0.31,0.54,0.44,-0.2,-0.62,-0.31,-2.17,0.28,-1.49,0.39,-2.6,Break,Break,2017-04-28 08:33:13:568,3
-0.91,-0.1,0.4,0.04,-0.12,-0.53,0.1,-1.99,0.32,-1.58,2.84,-4.64,Break,Break,2017-04-28 08:33:13:668,3
-0.79,-0.6,0.13,-0.34,0.06,-0.09,0.64,-1.73,0.4,0.09,2.31,-5.72,Break,Break,2017-04-28 08:33:13:767,3
-0.43,-0.89,0.11,-0.88,0.19,-0.19,1.11,-1.81,0.69,1.36,1.17,-4.16,Break,Break,2017-04-28 08:33:13:868,3
-0.19,-0.93,0.31,-1.0,0.07,-0.67,1.2,-2.59,1.56,2.22,2.73,-1.13,Break,Break,2017-04-28 08:33:13:968,3
-0.18,-0.91,0.37,0.17,-0.22,-0.65,1.14,-2.69,1.93,-0.16,-0.85,-1.2,Break,Break,2017-04-28 08:33:14:068,3
-0.16,-0.93,0.32,-0.63,-0.1,-0.33,1.2,-2.69,1.81,-0.57,1.3,0.8,setBreak,setBreak,2017-04-28 08:33:14:183,3
-0.26,-0.93,0.26,0.0,-0.05,-0.28,1.19,-2.35,1.58,-0.37,0.98,0.84,setBreak,setBreak,2017-04-28 08:33:14:269,3
-0.35,-0.91,0.23,0.28,-0.01,-0.21,1.14,-2.16,1.37,-0.1,-0.69,1.04,setBreak,setBreak,2017-04-28 08:33:14:369,3
-0.41,-0.86,0.29,0.26,-0.1,-0.36,1.04,-2.19,1.28,0.31,-1.32,0.74,setBreak,setBreak,2017-04-28 08:33:14:471,3
-0.41,-0.84,0.36,0.08,-0.17,-0.46,0.99,-2.3,1.31,0.44,-0.01,-0.11,setBreak,setBreak,2017-04-28 08:33:14:571,3
-0.41,-0.83,0.37,0.08,-0.11,-0.45,0.99,-2.31,1.39,0.45,0.89,-0.4,setBreak,setBreak,2017-04-28 08:33:14:672,3
-0.4,-0.84,0.37,0.13,-0.14,-0.39,0.99,-2.31,1.53,0.46,0.9,-0.68,setBreak,setBreak,2017-04-28 08:33:14:771,3
-0.36,-0.85,0.39,0.16,-0.17,-0.43,1.01,-2.4,1.68,0.39,0.16,-0.73,setBreak,setBreak,2017-04-28 08:33:14:874,3
-0.32,-0.86,0.39,0.11,-0.13,-0.48,1.04,-2.46,1.78,-0.15,0.31,-0.4,setBreak,setBreak,2017-04-28 08:33:14:971,3
-0.21,-0.98,0.01,0.03,-0.03,-0.07,1.36,-1.6,0.98,-0.41,0.0,-0.11,setBreak,setBreak,2017-04-28 08:33:15:071,3
-0.2,-0.98,-0.06,0.0,-0.0,-0.0,1.36,-1.27,0.64,-0.36,-0.18,0.1,setBreak,setBreak,2017-04-28 08:33:15:171,3
-0.22,-0.97,-0.08,0.0,-0.02,0.03,1.34,-1.22,0.59,-0.15,0.07,0.28,setBreak,setBreak,2017-04-28 08:33:15:271,3
-0.24,-0.97,-0.08,0.07,-0.02,0.03,1.32,-1.26,0.63,-0.0,0.15,0.43,setBreak,setBreak,2017-04-28 08:33:15:371,3
-0.26,-0.96,-0.06,0.08,-0.04,0.0,1.3,-1.35,0.74,0.28,0.03,0.45,setBreak,setBreak,2017-04-28 08:33:15:472,3
-0.29,-0.96,-0.03,0.1,0.02,-0.07,1.28,-1.46,0.87,0.41,0.19,0.32,setBreak,setBreak,2017-04-28 08:33:15:570,3
-0.3,-0.95,0.01,0.06,0.0,-0.09,1.26,-1.59,1.03,0.54,0.23,0.04,setBreak,setBreak,2017-04-28 08:33:15:670,3
-0.3,-0.95,0.04,0.02,-0.01,-0.12,1.27,-1.7,1.17,0.49,0.25,-0.19,setBreak,setBreak,2017-04-28 08:33:15:770,3
-0.26,-0.96,0.05,0.01,-0.0,-0.13,1.3,-1.77,1.26,0.13,0.08,-0.39,setBreak,setBreak,2017-04-28 08:33:15:873,3
-0.22,-0.97,0.03,0.0,0.02,-0.04,1.34,-1.72,1.2,-0.18,-0.28,-0.36,setBreak,setBreak,2017-04-28 08:33:15:971,3
-0.19,-0.98,0.02,-0.09,-0.06,-0.02,1.38,-1.67,1.11,-0.26,-0.34,-0.42,setBreak,setBreak,2017-04-28 08:33:16:071,3
-0.15,-0.99,-0.02,-0.05,0.01,-0.04,1.42,-1.46,0.88,-0.4,0.01,-0.3,setBreak,setBreak,2017-04-28 08:33:16:169,3
-0.14,-0.99,-0.05,-0.02,-0.01,0.02,1.42,-1.2,0.63,-0.28,-0.04,-0.08,setBreak,setBreak,2017-04-28 08:33:16:269,3
-0.15,-0.99,-0.06,-0.01,0.0,0.04,1.41,-1.17,0.58,-0.04,-0.18,0.18,setBreak,setBreak,2017-04-28 08:33:16:370,3
-0.17,-0.98,-0.04,-0.01,0.01,0.02,1.39,-1.34,0.73,0.21,0.03,0.16,setBreak,setBreak,2017-04-28 08:33:16:469,3
-0.18,-0.98,-0.02,-0.05,-0.0,-0.0,1.38,-1.48,0.91,0.34,0.76,0.07,setBreak,setBreak,2017-04-28 08:33:16:573,3
-0.2,-0.98,-0.0,-0.02,-0.05,0.03,1.37,-1.56,1.1,0.35,1.14,0.23,setBreak,setBreak,2017-04-28 08:33:16:671,3
-0.23,-0.97,0.0,0.13,-0.06,0.04,1.34,-1.58,1.22,0.17,0.94,0.46,setBreak,setBreak,2017-04-28 08:33:16:770,3
-0.28,-0.96,-0.01,0.24,-0.16,0.06,1.28,-1.53,1.22,-0.19,-0.21,0.54,setBreak,setBreak,2017-04-28 08:33:16:871,3
-0.32,-0.95,-0.02,0.26,-0.07,0.05,1.24,-1.51,1.1,-0.5,-1.15,0.26,setBreak,setBreak,2017-04-28 08:33:16:971,3
-0.34,-0.94,-0.04,0.11,-0.08,0.1,1.22,-1.46,0.96,-0.55,-0.86,0.1,setBreak,setBreak,2017-04-28 08:33:17:071,3
-0.32,-0.95,-0.04,0.03,-0.09,0.03,1.24,-1.44,0.81,-0.36,-1.27,-0.64,setBreak,setBreak,2017-04-28 08:33:17:176,3
-0.26,-0.96,-0.05,-0.14,0.15,-0.06,1.3,-1.38,0.72,-0.07,0.83,-0.56,setBreak,setBreak,2017-04-28 08:33:17:271,3
-0.2,-0.98,-0.06,0.01,-0.03,-0.05,1.36,-1.3,0.71,0.29,0.24,-0.55,setBreak,setBreak,2017-04-28 08:33:17:371,3
-0.15,-0.99,-0.03,0.02,-0.06,-0.18,1.41,-1.38,0.77,0.01,-0.75,-0.38,setBreak,setBreak,2017-04-28 08:33:17:471,3
-0.16,-0.99,-0.04,-0.19,0.05,-0.2,1.41,-1.32,0.59,-0.41,-0.72,0.32,setBreak,setBreak,2017-04-28 08:33:17:571,3
-0.2,-0.98,-0.08,-0.11,0.06,-0.08,1.35,-1.18,0.44,-0.44,-0.42,0.47,setBreak,setBreak,2017-04-28 08:33:17:672,3
-0.24,-0.97,-0.07,0.04,0.07,-0.05,1.32,-1.3,0.43,0.27,-1.22,-0.05,setBreak,setBreak,2017-04-28 08:33:17:771,3
-0.25,-0.97,-0.04,-0.18,-0.01,-0.18,1.31,-1.42,0.48,0.1,-1.14,0.26,setBreak,setBreak,2017-04-28 08:33:17:872,3
-0.29,-0.96,-0.04,-0.38,-0.02,-0.01,1.28,-1.43,0.51,0.1,1.56,0.37,setBreak,setBreak,2017-04-28 08:33:17:972,3
-0.28,-0.96,-0.06,0.09,0.05,-0.0,1.28,-1.36,0.62,0.52,1.78,-0.11,setBreak,setBreak,2017-04-28 08:33:18:070,3
-0.26,-0.96,-0.02,0.17,0.05,-0.01,1.3,-1.5,0.88,0.86,0.35,-0.18,setBreak,setBreak,2017-04-28 08:33:18:171,3
-0.23,-0.97,0.06,0.08,-0.04,-0.17,1.33,-1.81,1.17,0.55,-0.26,-0.45,setBreak,setBreak,2017-04-28 08:33:18:271,3
-0.2,-0.98,0.08,-0.15,-0.1,-0.04,1.35,-1.93,1.36,0.22,1.18,-0.22,setBreak,setBreak,2017-04-28 08:33:18:370,3
-0.2,-0.98,0.06,0.05,-0.04,-0.0,1.36,-1.87,1.41,-0.08,0.8,0.05,setBreak,setBreak,2017-04-28 08:33:18:476,3
-0.23,-0.97,0.03,0.23,-0.05,0.04,1.34,-1.69,1.22,-0.53,-0.78,0.36,setBreak,setBreak,2017-04-28 08:33:18:571,3
-0.26,-0.96,0.0,0.24,-0.11,0.04,1.3,-1.59,0.98,-0.68,-1.9,0.44,setBreak,setBreak,2017-04-28 08:33:18:671,3
-0.3,-0.96,-0.01,0.09,-0.1,0.04,1.27,-1.55,0.75,-0.57,-1.69,0.16,setBreak,setBreak,2017-04-28 08:33:18:771,3
-0.29,-0.96,-0.01,-0.06,0.02,0.01,1.28,-1.53,0.62,-0.15,-0.16,-0.23,setBreak,setBreak,2017-04-28 08:33:18:870,3
-0.27,-0.96,-0.02,-0.05,0.03,-0.0,1.29,-1.51,0.64,0.26,0.91,-0.27,setBreak,setBreak,2017-04-28 08:33:18:970,3
-0.25,-0.97,-0.0,0.08,-0.01,-0.07,1.32,-1.56,0.79,0.49,0.72,-0.32,setBreak,setBreak,2017-04-28 08:33:19:069,3
-0.21,-0.98,0.03,0.04,-0.02,-0.17,1.36,-1.72,1.01,0.5,0.45,-0.42,setBreak,setBreak,2017-04-28 08:33:19:170,3
-0.19,-0.98,0.03,-0.02,0.02,-0.14,1.37,-1.71,1.05,0.14,0.44,0.04,setBreak,setBreak,2017-04-28 08:33:19:271,3
-0.22,-0.98,0.0,-0.01,-0.03,-0.09,1.35,-1.58,0.97,-0.14,0.44,0.29,setBreak,setBreak,2017-04-28 08:33:19:371,3
-0.24,-0.97,-0.04,0.09,-0.02,-0.06,1.33,-1.41,0.8,-0.34,-0.26,0.34,setBreak,setBreak,2017-04-28 08:33:19:471,3
-0.26,-0.96,-0.07,0.07,0.01,-0.04,1.3,-1.31,0.67,-0.3,-0.37,0.23,setBreak,setBreak,2017-04-28 08:33:19:571,3
-0.27,-0.96,-0.09,0.07,0.0,-0.03,1.28,-1.27,0.59,-0.19,-0.38,0.1,setBreak,setBreak,2017-04-28 08:33:19:670,3
-0.26,-0.96,-0.1,0.03,0.02,-0.02,1.29,-1.19,0.49,-0.02,-0.11,-0.06,setBreak,setBreak,2017-04-28 08:33:19:778,3
-0.24,-0.97,-0.1,0.04,0.03,-0.01,1.31,-1.18,0.47,0.17,-0.15,-0.06,setBreak,setBreak,2017-04-28 08:33:19:872,3
-0.22,-0.97,-0.07,0.03,-0.04,-0.0,1.33,-1.26,0.52,0.21,-0.51,-0.21,setBreak,setBreak,2017-04-28 08:33:19:972,3
-0.21,-0.98,-0.05,-0.12,-0.02,-0.03,1.35,-1.34,0.59,0.26,0.26,-0.19,setBreak,setBreak,2017-04-28 08:33:20:073,3
-0.19,-0.98,-0.03,-0.02,-0.01,-0.03,1.37,-1.4,0.67,0.14,0.1,-0.08,setBreak,setBreak,2017-04-28 08:33:20:171,3
-0.19,-0.98,-0.03,-0.03,-0.02,-0.03,1.38,-1.41,0.68,-0.06,-0.15,-0.03,setBreak,setBreak,2017-04-28 08:33:20:271,3
-0.2,-0.98,-0.04,-0.05,-0.02,-0.01,1.36,-1.36,0.62,-0.12,0.05,0.03,setBreak,setBreak,2017-04-28 08:33:20:371,3
-0.21,-0.98,-0.06,0.02,-0.0,0.0,1.35,-1.31,0.57,-0.13,-0.08,0.1,setBreak,setBreak,2017-04-28 08:33:20:471,3
-0.22,-0.97,-0.06,0.01,-0.02,-0.01,1.34,-1.29,0.54,-0.08,-0.02,0.06,setBreak,setBreak,2017-04-28 08:33:20:571,3
-0.22,-0.97,-0.07,0.01,-0.01,0.01,1.34,-1.24,0.5,-0.06,0.06,-0.02,setBreak,setBreak,2017-04-28 08:33:20:678,3
-0.21,-0.97,-0.08,-0.02,0.0,0.02,1.34,-1.23,0.5,0.04,0.27,-0.07,setBreak,setBreak,2017-04-28 08:33:20:773,3
-0.21,-0.98,-0.07,-0.01,0.01,-0.02,1.35,-1.24,0.55,0.19,0.34,-0.02,setBreak,setBreak,2017-04-28 08:33:20:870,3
-0.21,-0.98,-0.06,0.04,-0.02,-0.06,1.35,-1.3,0.63,0.24,0.13,0.08,setBreak,setBreak,2017-04-28 08:33:20:971,3
-0.21,-0.98,-0.05,0.04,0.01,-0.07,1.35,-1.36,0.69,0.12,-0.05,0.06,setBreak,setBreak,2017-04-28 08:33:21:071,3
-0.22,-0.97,-0.05,-0.01,-0.01,0.01,1.35,-1.35,0.68,0.01,-0.04,0.09,setBreak,setBreak,2017-04-28 08:33:21:170,3
-0.23,-0.97,-0.04,0.01,0.01,-0.01,1.33,-1.39,0.71,0.01,-0.12,0.13,setBreak,setBreak,2017-04-28 08:33:21:270,3
-0.24,-0.97,-0.05,0.01,-0.01,-0.03,1.32,-1.38,0.71,0.01,0.35,0.18,setBreak,setBreak,2017-04-28 08:33:21:372,3
-0.25,-0.96,-0.07,0.0,0.01,-0.01,1.3,-1.32,0.72,0.02,1.1,0.29,setBreak,setBreak,2017-04-28 08:33:21:472,3
-0.26,-0.96,-0.1,0.04,-0.05,-0.0,1.29,-1.22,0.77,0.1,1.93,0.1,setBreak,setBreak,2017-04-28 08:33:21:571,3
-0.28,-0.95,-0.12,0.1,-0.05,0.03,1.26,-1.15,0.82,0.03,0.27,0.11,setBreak,setBreak,2017-04-28 08:33:21:670,3
-0.28,-0.95,-0.1,0.1,0.03,0.04,1.27,-1.22,0.86,0.24,-0.59,-0.04,setBreak,setBreak,2017-04-28 08:33:21:770,3
-0.27,-0.96,-0.06,-0.01,-0.05,0.04,1.29,-1.35,0.94,0.28,-0.6,-0.3,setBreak,setBreak,2017-04-28 08:33:21:870,3
-0.23,-0.97,-0.01,0.08,-0.06,-0.06,1.33,-1.51,0.97,-0.03,-1.48,-0.41,setBreak,setBreak,2017-04-28 08:33:21:971,3
-0.2,-0.98,-0.01,-0.12,-0.01,-0.1,1.37,-1.52,0.93,-0.09,0.32,-0.29,setBreak,setBreak,2017-04-28 08:33:22:074,3
-0.18,-0.98,-0.03,0.02,-0.03,-0.04,1.39,-1.42,0.85,-0.19,-0.06,-0.18,setBreak,setBreak,2017-04-28 08:33:22:171,3
-0.17,-0.98,-0.05,0.03,0.0,0.0,1.4,-1.31,0.69,-0.3,-0.72,-0.05,setBreak,setBreak,2017-04-28 08:33:22:271,3
-0.18,-0.98,-0.06,-0.02,-0.0,0.03,1.38,-1.23,0.55,-0.3,-0.62,0.11,setBreak,setBreak,2017-04-28 08:33:22:377,3
-0.19,-0.98,-0.07,-0.02,0.02,0.0,1.37,-1.19,0.42,-0.19,-0.57,-0.07,setBreak,setBreak,2017-04-28 08:33:22:470,3
-0.19,-0.98,-0.08,-0.11,0.01,0.0,1.37,-1.17,0.42,0.14,0.54,0.02,setBreak,setBreak,2017-04-28 08:33:22:570,3
-0.19,-0.98,-0.07,0.05,-0.01,-0.04,1.37,-1.22,0.52,0.24,0.49,0.1,setBreak,setBreak,2017-04-28 08:33:22:672,3
-0.2,-0.98,-0.06,0.08,-0.04,-0.06,1.36,-1.3,0.63,0.22,0.2,0.17,setBreak,setBreak,2017-04-28 08:33:22:772,3
-0.21,-0.98,-0.06,0.06,-0.0,-0.05,1.35,-1.3,0.67,0.07,0.08,0.23,setBreak,setBreak,2017-04-28 08:33:22:871,3
-0.21,-0.98,-0.07,0.06,0.01,-0.03,1.35,-1.26,0.61,-0.04,-0.33,0.18,setBreak,setBreak,2017-04-28 08:33:22:976,3
-0.21,-0.98,-0.07,0.04,-0.0,-0.02,1.35,-1.23,0.54,-0.08,-0.55,0.05,setBreak,setBreak,2017-04-28 08:33:23:074,3
-0.2,-0.98,-0.08,0.02,-0.0,-0.02,1.36,-1.2,0.44,-0.16,-0.73,-0.21,setBreak,setBreak,2017-04-28 08:33:23:173,3
-0.17,-0.98,-0.08,-0.07,-0.0,-0.0,1.38,-1.11,0.28,-0.19,-0.51,-0.38,setBreak,setBreak,2017-04-28 08:33:23:272,3
-0.14,-0.99,-0.1,-0.08,0.01,-0.0,1.4,-0.98,0.12,-0.19,-0.33,-0.49,setBreak,setBreak,2017-04-28 08:33:23:375,3
-0.11,-0.99,-0.11,-0.13,0.03,0.0,1.42,-0.81,-0.07,0.03,0.33,-0.44,setBreak,setBreak,2017-04-28 08:33:23:473,3
-0.09,-0.99,-0.09,-0.05,0.02,0.0,1.44,-0.78,-0.06,0.19,0.15,-0.26,setBreak,setBreak,2017-04-28 08:33:23:571,3
-0.08,-0.99,-0.07,-0.15,-0.01,0.02,1.47,-0.86,0.07,0.37,0.88,0.12,setBreak,setBreak,2017-04-28 08:33:23:677,3
-0.1,-0.99,-0.05,-0.01,-0.05,0.0,1.46,-1.15,0.46,0.18,0.84,0.42,setBreak,setBreak,2017-04-28 08:33:23:770,3
-0.16,-0.99,-0.05,0.1,-0.08,0.06,1.41,-1.27,0.62,-0.12,-0.19,0.56,setBreak,setBreak,2017-04-28 08:33:23:871,3
-0.21,-0.98,-0.05,0.19,-0.04,0.04,1.35,-1.31,0.61,-0.22,-0.62,0.53,setBreak,setBreak,2017-04-28 08:33:23:977,3
-0.26,-0.96,-0.07,0.2,-0.06,0.06,1.3,-1.31,0.55,-0.33,-0.71,0.44,setBreak,setBreak,2017-04-28 08:33:24:071,3
-0.29,-0.95,-0.08,0.18,-0.05,0.09,1.26,-1.29,0.45,-0.42,-0.74,0.18,setBreak,setBreak,2017-04-28 08:33:24:170,3
-0.29,-0.95,-0.1,0.11,-0.05,0.1,1.26,-1.24,0.32,-0.34,-0.59,-0.26,setBreak,setBreak,2017-04-28 08:33:24:270,3
-0.25,-0.96,-0.1,-0.06,-0.02,-0.02,1.3,-1.19,0.25,0.19,0.38,-0.67,setBreak,setBreak,2017-04-28 08:33:24:370,3
-0.17,-0.98,-0.1,0.07,0.02,-0.03,1.37,-1.05,0.17,0.14,0.38,-0.72,setBreak,setBreak,2017-04-28 08:33:24:470,3
-0.1,-0.99,-0.07,-0.08,-0.02,-0.05,1.44,-0.96,0.09,0.38,0.13,-0.57,setBreak,setBreak,2017-04-28 08:33:24:570,3
-0.08,-0.99,-0.07,-0.07,-0.09,-0.13,1.47,-0.88,0.02,-0.24,-0.63,-0.02,setBreak,setBreak,2017-04-28 08:33:24:671,3
-0.12,-0.99,-0.12,-0.11,0.02,-0.14,1.4,-0.8,-0.17,-0.82,-0.57,0.4,setBreak,setBreak,2017-04-28 08:33:24:771,3
-0.16,-0.97,-0.17,-0.17,0.08,-0.04,1.34,-0.76,-0.21,-0.23,0.24,0.33,setBreak,setBreak,2017-04-28 08:33:24:871,3
-0.18,-0.97,-0.17,0.03,0.14,-0.05,1.32,-0.82,-0.15,0.23,-0.15,0.03,setBreak,setBreak,2017-04-28 08:33:24:972,3
-0.18,-0.98,-0.13,-0.05,0.08,-0.09,1.35,-0.95,-0.02,0.56,0.18,-0.02,setBreak,setBreak,2017-04-28 08:33:25:070,3
-0.17,-0.98,-0.08,-0.1,-0.05,-0.16,1.39,-1.14,0.22,0.52,0.72,-0.12,setBreak,setBreak,2017-04-28 08:33:25:171,3
-0.16,-0.99,-0.07,0.04,-0.0,-0.12,1.4,-1.17,0.29,0.11,-0.03,0.01,setBreak,setBreak,2017-04-28 08:33:25:272,3
-0.17,-0.98,-0.06,0.06,-0.02,-0.06,1.39,-1.23,0.29,-0.1,-0.8,0.1,setBreak,setBreak,2017-04-28 08:33:25:371,3
-0.17,-0.98,-0.07,0.0,0.01,-0.02,1.39,-1.2,0.19,-0.21,-0.44,-0.22,setBreak,setBreak,2017-04-28 08:33:25:471,3
-0.15,-0.99,-0.08,-0.18,-0.01,0.07,1.4,-1.09,0.09,-0.02,0.68,-0.1,setBreak,setBreak,2017-04-28 08:33:25:573,3
-0.14,-0.99,-0.09,0.02,-0.03,0.1,1.4,-1.0,0.11,0.0,0.83,0.08,setBreak,setBreak,2017-04-28 08:33:25:671,3
-0.16,-0.98,-0.1,0.17,-0.07,0.09,1.38,-0.99,0.15,-0.06,0.18,0.31,setBreak,setBreak,2017-04-28 08:33:25:771,3
-0.21,-0.97,-0.1,0.22,-0.06,0.08,1.34,-1.12,0.25,0.05,-0.54,0.58,setBreak,setBreak,2017-04-28 08:33:25:870,3
-0.27,-0.96,-0.07,0.18,-0.06,0.07,1.29,-1.32,0.39,0.17,-0.51,0.49,setBreak,setBreak,2017-04-28 08:33:25:973,3
-0.31,-0.95,-0.04,0.15,-0.06,0.05,1.26,-1.43,0.47,0.14,-0.27,0.24,setBreak,setBreak,2017-04-28 08:33:26:071,3
-0.3,-0.95,-0.02,0.07,-0.07,0.03,1.26,-1.5,0.52,0.18,-0.03,-0.16,setBreak,setBreak,2017-04-28 08:33:26:170,3
-0.26,-0.96,-0.01,0.01,0.03,-0.03,1.3,-1.54,0.59,0.21,0.52,-0.45,setBreak,setBreak,2017-04-28 08:33:26:271,3
-0.21,-0.98,-0.01,0.01,0.0,-0.04,1.36,-1.54,0.65,0.17,0.47,-0.47,setBreak,setBreak,2017-04-28 08:33:26:371,3
-0.17,-0.99,-0.0,-0.01,-0.04,-0.09,1.4,-1.55,0.7,0.09,0.28,-0.41,setBreak,setBreak,2017-04-28 08:33:26:470,3
-0.14,-0.99,-0.03,-0.06,0.0,-0.08,1.43,-1.38,0.55,-0.15,0.18,-0.2,setBreak,setBreak,2017-04-28 08:33:26:575,3
-0.15,-0.99,-0.05,-0.04,0.03,-0.03,1.42,-1.24,0.41,-0.17,-0.21,0.15,setBreak,setBreak,2017-04-28 08:33:26:671,3
-0.17,-0.98,-0.07,-0.0,-0.02,-0.06,1.38,-1.2,0.34,-0.1,-0.28,0.2,setBreak,setBreak,2017-04-28 08:33:26:771,3
-0.2,-0.98,-0.08,0.05,0.02,-0.07,1.36,-1.18,0.3,-0.07,-0.19,0.2,setBreak,setBreak,2017-04-28 08:33:26:871,3
-0.2,-0.98,-0.09,0.0,-0.02,-0.04,1.35,-1.17,0.28,0.09,0.09,0.07,setBreak,setBreak,2017-04-28 08:33:26:971,3
-0.21,-0.97,-0.09,-0.01,-0.01,-0.04,1.34,-1.17,0.31,0.04,0.31,-0.0,setBreak,setBreak,2017-04-28 08:33:27:070,3
-0.19,-0.98,-0.1,-0.01,-0.02,-0.02,1.35,-1.09,0.27,0.08,0.48,-0.08,setBreak,setBreak,2017-04-28 08:33:27:170,3
-0.19,-0.98,-0.1,0.06,-0.01,-0.0,1.35,-1.07,0.26,-0.05,-0.15,0.01,setBreak,setBreak,2017-04-28 08:33:27:271,3
-0.19,-0.98,-0.11,0.03,-0.03,0.01,1.35,-1.06,0.24,-0.08,-0.15,0.09,setBreak,setBreak,2017-04-28 08:33:27:371,3
-0.19,-0.98,-0.11,0.05,-0.03,0.02,1.35,-1.06,0.21,-0.11,-0.42,0.11,setBreak,setBreak,2017-04-28 08:33:27:471,3
-0.2,-0.97,-0.1,0.02,0.0,0.02,1.34,-1.09,0.2,-0.08,-0.23,0.15,setBreak,setBreak,2017-04-28 08:33:27:573,3
-0.22,-0.97,-0.11,0.05,0.01,0.05,1.33,-1.12,0.21,-0.06,-0.36,0.14,setBreak,setBreak,2017-04-28 08:33:27:671,3
-0.22,-0.97,-0.09,0.01,-0.02,0.02,1.33,-1.17,0.22,0.04,-0.11,-0.07,setBreak,setBreak,2017-04-28 08:33:27:771,3
-0.21,-0.98,-0.08,-0.01,-0.02,0.01,1.35,-1.18,0.25,0.14,0.16,-0.16,setBreak,setBreak,2017-04-28 08:33:27:871,3
-0.19,-0.98,-0.07,-0.02,-0.01,-0.01,1.37,-1.22,0.32,0.2,0.33,-0.13,setBreak,setBreak,2017-04-28 08:33:27:971,3
-0.18,-0.98,-0.06,0.04,-0.02,-0.02,1.38,-1.25,0.37,0.09,-0.03,-0.06,setBreak,setBreak,2017-04-28 08:33:28:071,3
-0.17,-0.98,-0.06,-0.03,-0.03,-0.04,1.39,-1.26,0.37,-0.0,0.09,-0.04,setBreak,setBreak,2017-04-28 08:33:28:172,3
-0.18,-0.98,-0.07,0.02,0.01,-0.03,1.38,-1.23,0.33,-0.12,-0.13,0.08,setBreak,setBreak,2017-04-28 08:33:28:271,3
-0.18,-0.98,-0.07,0.0,-0.01,-0.01,1.37,-1.19,0.28,-0.07,-0.02,-0.01,setBreak,setBreak,2017-04-28 08:33:28:371,3
-0.18,-0.98,-0.08,-0.05,-0.01,-0.04,1.38,-1.15,0.26,0.04,0.61,-0.14,setBreak,setBreak,2017-04-28 08:33:28:471,3
-0.15,-0.98,-0.09,0.01,0.01,0.01,1.39,-1.03,0.23,0.03,0.61,-0.2,setBreak,setBreak,2017-04-28 08:33:28:574,3
-0.14,-0.99,-0.08,0.08,0.02,0.05,1.41,-1.03,0.23,0.15,-0.41,-0.15,setBreak,setBreak,2017-04-28 08:33:28:671,3
-0.12,-0.99,-0.06,-0.05,-0.03,-0.03,1.43,-1.08,0.28,0.13,0.12,-0.1,setBreak,setBreak,2017-04-28 08:33:28:772,3
