Device: xGravity,Device: yGravity,Device: zGravity,Device: xAcceleration,Device: yAcceleration,Device: zAcceleration,Device: pitch,Device: roll,Device: yaw,Device: xRotationRate,Device: yRotationRate,Device: zRotationRate,exerciseType,exerciseSubType,timeStampSaved,individual
-0.49,-0.85,0.21,-0.01,-0.03,-0.03,1.01,-1.98,1.65,-0.01,0.33,-0.04,setBreak,setBreak,2017-04-28 08:32:00:671,3
-0.49,-0.85,0.2,-0.0,-0.01,-0.0,1.02,-1.96,1.66,0.11,0.22,-0.05,setBreak,setBreak,2017-04-28 08:32:00:771,3
-0.48,-0.85,0.19,-0.01,-0.03,-0.03,1.02,-1.95,1.67,-0.05,0.15,0.03,setBreak,setBreak,2017-04-28 08:32:00:871,3
-0.48,-0.86,0.17,0.0,-0.02,-0.03,1.03,-1.91,1.63,-0.35,-0.01,-0.11,setBreak,setBreak,2017-04-28 08:32:00:972,3
-0.49,-0.87,0.1,0.03,-0.03,-0.09,1.05,-1.77,1.44,-1.57,-0.6,0.79,setBreak,setBreak,2017-04-28 08:32:01:071,3
-0.58,-0.81,-0.04,-0.48,-0.05,-0.04,0.95,-1.51,1.12,-1.48,-0.27,1.67,setBreak,setBreak,2017-04-28 08:32:01:171,3
-0.76,-0.65,-0.05,-0.09,-0.2,0.17,0.71,-1.5,0.97,-0.68,-1.25,2.7,setBreak,setBreak,2017-04-28 08:32:01:275,3
-0.9,-0.43,0.02,0.06,-0.27,0.24,0.45,-1.59,0.99,0.76,-0.45,2.24,setBreak,setBreak,2017-04-28 08:32:01:372,3
-0.96,-0.26,0.07,0.14,-0.32,0.11,0.26,-1.64,1.09,1.21,0.16,1.72,setBreak,setBreak,2017-04-28 08:32:01:470,3
-0.99,-0.13,0.05,0.24,-0.21,-0.1,0.13,-1.62,1.19,0.72,0.84,0.91,setBreak,setBreak,2017-04-28 08:32:01:575,3
-1.0,-0.06,0.03,0.38,-0.15,-0.24,0.06,-1.61,1.22,0.17,-0.33,0.48,setBreak,setBreak,2017-04-28 08:32:01:670,3
-1.0,-0.02,0.0,-0.02,-0.05,-0.05,0.02,-1.57,1.22,-0.04,0.25,0.4,setBreak,setBreak,2017-04-28 08:32:01:771,3
-1.0,0.02,0.01,0.02,-0.04,-0.07,-0.02,-1.58,1.22,-0.11,-0.2,0.32,setBreak,setBreak,2017-04-28 08:32:01:870,3
-1.0,0.04,-0.0,0.02,-0.01,-0.06,-0.04,-1.57,1.2,-0.19,0.1,0.2,setBreak,setBreak,2017-04-28 08:32:01:972,3
-1.0,0.05,0.0,0.04,-0.01,-0.05,-0.05,-1.57,1.18,-0.13,-0.08,0.08,setBreak,setBreak,2017-04-28 08:32:02:071,3
-1.0,0.06,-0.0,-0.01,0.0,-0.03,-0.06,-1.57,1.18,-0.05,0.05,-0.0,setBreak,setBreak,2017-04-28 08:32:02:170,3
-1.0,0.05,-0.0,0.02,-0.01,-0.02,-0.05,-1.57,1.17,0.01,-0.04,-0.01,setBreak,setBreak,2017-04-28 08:32:02:272,3
-1.0,0.05,-0.02,-0.01,-0.01,-0.01,-0.05,-1.55,1.18,0.08,0.07,-0.02,setBreak,setBreak,2017-04-28 08:32:02:370,3
-1.0,0.04,-0.02,0.01,-0.02,-0.02,-0.04,-1.55,1.19,0.09,-0.01,-0.03,setBreak,setBreak,2017-04-28 08:32:02:470,3
-1.0,0.03,-0.03,-0.0,-0.01,0.01,-0.03,-1.54,1.19,0.02,-0.05,-0.12,setBreak,setBreak,2017-04-28 08:32:02:572,3
-1.0,0.01,-0.02,-0.01,0.01,0.02,-0.01,-1.55,1.2,0.08,-0.25,-0.29,setBreak,setBreak,2017-04-28 08:32:02:669,3
-1.0,-0.03,0.04,0.1,0.03,-0.07,0.03,-1.61,1.21,0.24,-0.47,-0.5,setBreak,setBreak,2017-04-28 08:32:02:771,3
-0.99,-0.13,0.06,0.29,0.01,0.05,0.13,-1.63,1.27,0.98,-0.2,-1.55,setBreak,setBreak,2017-04-28 08:32:02:871,3
-0.94,-0.29,0.19,0.34,0.01,0.22,0.29,-1.77,1.42,1.35,-2.15,-1.7,setBreak,setBreak,2017-04-28 08:32:02:972,3
-0.78,-0.45,0.43,-0.16,-0.33,-0.07,0.47,-2.08,1.62,0.82,-1.43,-3.23,setBreak,setBreak,2017-04-28 08:32:03:069,3
-0.67,-0.6,0.43,-0.75,-0.02,-0.35,0.64,-2.14,1.79,-0.55,0.47,-0.64,setBreak,setBreak,2017-04-28 08:32:03:169,3
-0.67,-0.65,0.36,-0.26,0.04,0.13,0.71,-2.07,1.76,-0.31,0.9,-0.42,setBreak,setBreak,2017-04-28 08:32:03:270,3
-0.64,-0.68,0.37,-0.03,0.03,0.05,0.74,-2.09,1.78,0.18,0.05,-0.32,setBreak,setBreak,2017-04-28 08:32:03:371,3
-0.64,-0.67,0.37,-0.1,-0.05,0.02,0.74,-2.1,1.81,0.09,0.17,0.03,setBreak,setBreak,2017-04-28 08:32:03:471,3
-0.64,-0.67,0.37,0.02,-0.02,-0.05,0.74,-2.09,1.81,-0.02,-0.13,-0.06,setBreak,setBreak,2017-04-28 08:32:03:571,3
-0.63,-0.68,0.38,-0.03,-0.0,-0.01,0.75,-2.12,1.83,0.11,0.01,-0.19,setBreak,setBreak,2017-04-28 08:32:03:671,3
-0.62,-0.69,0.38,-0.02,-0.07,-0.04,0.76,-2.12,1.84,-0.04,0.04,-0.09,setBreak,setBreak,2017-04-28 08:32:03:771,3
-0.61,-0.7,0.37,-0.03,0.01,0.01,0.77,-2.12,1.84,-0.02,0.26,-0.26,setBreak,setBreak,2017-04-28 08:32:03:869,3
-0.61,-0.71,0.35,-0.0,-0.03,-0.04,0.79,-2.09,1.83,-0.26,0.22,-0.14,setBreak,setBreak,2017-04-28 08:32:03:971,3
-0.61,-0.72,0.33,0.04,-0.01,-0.01,0.81,-2.06,1.82,0.01,0.14,-0.14,setBreak,setBreak,2017-04-28 08:32:04:070,3
-0.61,-0.72,0.33,0.0,0.02,-0.0,0.8,-2.07,1.84,0.15,-0.22,0.14,setBreak,setBreak,2017-04-28 08:32:04:169,3
-0.6,-0.72,0.34,-0.04,-0.02,-0.05,0.81,-2.08,1.83,-0.19,-0.14,-0.21,setBreak,setBreak,2017-04-28 08:32:04:270,3
-0.58,-0.74,0.35,-0.03,0.01,-0.04,0.83,-2.12,1.79,-0.32,-0.29,-0.23,setBreak,setBreak,2017-04-28 08:32:04:369,3
-0.57,-0.74,0.35,-0.07,-0.03,0.03,0.84,-2.13,1.8,0.1,0.34,-0.02,setBreak,setBreak,2017-04-28 08:32:04:470,3
-0.59,-0.74,0.34,-0.04,-0.02,-0.17,0.83,-2.09,1.75,-0.17,-0.1,0.45,setBreak,setBreak,2017-04-28 08:32:04:570,3
-0.6,-0.73,0.33,0.18,-0.03,-0.05,0.82,-2.07,1.73,-0.02,0.32,0.08,setBreak,setBreak,2017-04-28 08:32:04:671,3
-0.6,-0.73,0.33,0.09,0.0,-0.02,0.82,-2.08,1.76,0.2,-0.03,-0.03,setBreak,setBreak,2017-04-28 08:32:04:769,3
-0.6,-0.72,0.34,-0.05,-0.03,-0.04,0.81,-2.08,1.79,0.2,0.13,-0.02,setBreak,setBreak,2017-04-28 08:32:04:871,3
-0.61,-0.72,0.34,-0.0,-0.01,-0.05,0.8,-2.08,1.81,0.2,-0.03,0.03,setBreak,setBreak,2017-04-28 08:32:04:972,3
-0.61,-0.71,0.34,-0.04,-0.02,-0.02,0.8,-2.09,1.82,0.16,0.0,0.0,setBreak,setBreak,2017-04-28 08:32:05:069,3
-0.62,-0.71,0.34,-0.04,-0.01,-0.01,0.79,-2.07,1.83,0.14,0.17,0.01,setBreak,setBreak,2017-04-28 08:32:05:170,3
-0.62,-0.71,0.33,-0.04,-0.05,-0.03,0.79,-2.06,1.85,0.28,0.19,-0.08,setBreak,setBreak,2017-04-28 08:32:05:269,3
-0.62,-0.73,0.29,-0.01,-0.03,-0.15,0.82,-2.01,1.84,-0.54,0.15,-0.55,setBreak,setBreak,2017-04-28 08:32:05:371,3
-0.55,-0.8,0.22,0.12,-0.05,-0.14,0.93,-1.95,1.68,-1.91,-0.6,-0.23,setBreak,setBreak,2017-04-28 08:32:05:471,3
-0.58,-0.81,0.06,-0.47,-0.07,0.2,0.94,-1.67,1.34,-1.54,0.57,0.53,setBreak,setBreak,2017-04-28 08:32:05:571,3
-0.66,-0.75,-0.03,-0.06,-0.02,0.11,0.85,-1.53,1.2,-0.5,-0.37,1.48,Squat,firstHalf,2017-04-28 08:32:05:670,3
-0.79,-0.61,-0.02,-0.03,-0.12,0.07,0.66,-1.54,1.16,-0.21,-0.51,2.12,Squat,firstHalf,2017-04-28 08:32:05:768,3
-0.92,-0.4,0.02,-0.07,-0.2,-0.03,0.41,-1.6,1.16,0.15,-0.16,2.2,Squat,firstHalf,2017-04-28 08:32:05:868,3
-0.98,-0.22,0.02,0.01,-0.22,-0.03,0.22,-1.59,1.18,0.24,0.35,1.84,Squat,firstHalf,2017-04-28 08:32:05:968,3
-0.99,-0.09,-0.05,0.16,0.06,-0.04,0.09,-1.52,1.21,-0.13,1.01,0.65,Squat,firstHalf,2017-04-28 08:32:06:068,3
-0.99,-0.04,-0.15,0.57,0.06,0.18,0.04,-1.42,1.19,-0.43,1.18,0.5,Squat,firstHalf,2017-04-28 08:32:06:167,3
-0.96,0.03,-0.27,0.82,-0.15,0.28,-0.03,-1.29,1.14,-0.47,0.69,0.24,Squat,firstHalf,2017-04-28 08:32:06:268,3
-0.96,0.01,-0.27,0.44,0.03,-0.0,-0.01,-1.3,1.13,0.28,-0.03,-0.83,Squat,firstHalf,2017-04-28 08:32:06:368,3
-0.94,-0.08,-0.33,-0.14,0.11,0.0,0.08,-1.23,1.15,0.38,1.03,-0.72,Squat,firstHalf,2017-04-28 08:32:06:468,3
-0.93,-0.14,-0.33,0.02,0.0,-0.11,0.15,-1.23,1.17,0.47,-0.25,-0.56,Squat,firstHalf,2017-04-28 08:32:06:568,3
-0.92,-0.21,-0.33,-0.24,-0.04,-0.2,0.21,-1.22,1.19,0.41,0.1,-0.4,Squat,firstHalf,2017-04-28 08:32:06:668,3
-0.91,-0.25,-0.35,-0.23,-0.05,-0.13,0.25,-1.21,1.2,0.19,0.11,-0.19,Squat,firstHalf,2017-04-28 08:32:06:768,3
-0.91,-0.27,-0.32,-0.11,-0.07,-0.09,0.27,-1.23,1.22,0.17,-0.26,-0.19,Squat,firstHalf,2017-04-28 08:32:06:868,3
-0.9,-0.29,-0.31,-0.06,-0.09,-0.11,0.29,-1.24,1.22,-0.02,-0.21,-0.18,Squat,firstHalf,2017-04-28 08:32:06:974,3
-0.9,-0.3,-0.3,-0.19,-0.06,-0.13,0.31,-1.25,1.21,-0.07,-0.07,-0.11,Squat,secondHalf,2017-04-28 08:32:07:069,3
-0.91,-0.29,-0.29,-0.24,-0.07,-0.21,0.3,-1.26,1.19,-0.26,-0.06,0.24,Squat,secondHalf,2017-04-28 08:32:07:167,3
-0.92,-0.26,-0.3,-0.32,-0.07,-0.19,0.27,-1.25,1.18,-0.26,0.0,0.29,Squat,secondHalf,2017-04-28 08:32:07:268,3
-0.92,-0.23,-0.31,-0.29,-0.05,-0.15,0.23,-1.24,1.17,-0.14,0.04,0.25,Squat,secondHalf,2017-04-28 08:32:07:368,3
-0.93,-0.21,-0.31,-0.22,-0.08,-0.16,0.21,-1.25,1.17,0.01,0.03,0.13,Squat,secondHalf,2017-04-28 08:32:07:468,3
-0.93,-0.19,-0.33,-0.17,-0.05,-0.12,0.19,-1.23,1.17,-0.15,0.05,0.42,Squat,secondHalf,2017-04-28 08:32:07:568,3
-0.94,-0.13,-0.3,-0.02,-0.06,-0.11,0.13,-1.26,1.17,-0.12,-0.33,0.52,Squat,secondHalf,2017-04-28 08:32:07:668,3
-0.95,-0.1,-0.3,0.03,-0.01,-0.08,0.1,-1.26,1.18,-0.06,-0.21,0.33,Squat,secondHalf,2017-04-28 08:32:07:768,3
-0.96,-0.07,-0.28,0.1,0.03,-0.03,0.07,-1.28,1.18,0.14,-0.49,0.26,Squat,secondHalf,2017-04-28 08:32:07:868,3
-0.97,-0.05,-0.25,0.18,0.02,-0.01,0.05,-1.32,1.2,0.17,-0.13,0.24,Squat,secondHalf,2017-04-28 08:32:07:968,3
-0.98,-0.04,-0.21,0.31,-0.05,0.03,0.04,-1.36,1.23,0.33,-0.69,0.13,Squat,secondHalf,2017-04-28 08:32:08:068,3
-0.99,-0.02,-0.16,0.37,-0.04,0.05,0.02,-1.41,1.27,0.21,-0.06,0.6,Squat,secondHalf,2017-04-28 08:32:08:167,3
-0.99,0.05,-0.12,0.43,-0.04,-0.05,-0.05,-1.45,1.28,-0.01,-0.94,0.51,Squat,secondHalf,2017-04-28 08:32:08:268,3
-1.0,0.05,-0.07,0.02,0.11,-0.08,-0.05,-1.5,1.27,-0.07,0.04,-0.33,Squat,secondHalf,2017-04-28 08:32:08:369,3
-1.0,0.03,-0.09,0.06,-0.05,0.0,-0.03,-1.48,1.27,-0.01,-0.19,-0.17,Break,Break,2017-04-28 08:32:08:469,3
-1.0,0.01,-0.05,-0.03,0.06,-0.11,-0.01,-1.52,1.26,-0.18,-0.14,-0.29,Break,Break,2017-04-28 08:32:08:568,3
-1.0,0.0,-0.07,-0.07,0.07,-0.02,-0.0,-1.5,1.24,-0.08,0.02,0.04,Break,Break,2017-04-28 08:32:08:668,3
-1.0,0.02,-0.06,-0.04,-0.01,-0.05,-0.02,-1.51,1.24,0.01,0.01,0.19,Break,Break,2017-04-28 08:32:08:772,3
-1.0,0.03,-0.08,0.01,-0.02,-0.05,-0.03,-1.49,1.24,0.02,0.16,0.11,Break,Break,2017-04-28 08:32:08:868,3
-0.99,0.04,-0.1,0.03,0.0,-0.04,-0.04,-1.47,1.25,0.05,0.07,0.08,Break,Break,2017-04-28 08:32:08:968,3
-0.99,0.04,-0.12,0.03,-0.01,-0.03,-0.04,-1.45,1.25,-0.01,0.08,-0.02,Break,Break,2017-04-28 08:32:09:069,3
-0.99,0.04,-0.13,0.02,-0.0,-0.03,-0.04,-1.44,1.25,-0.07,-0.0,-0.04,Break,Break,2017-04-28 08:32:09:168,3
-0.99,0.03,-0.14,-0.01,-0.0,-0.01,-0.03,-1.43,1.24,-0.06,-0.0,-0.03,Break,Break,2017-04-28 08:32:09:268,3
-0.99,0.03,-0.14,-0.0,-0.0,-0.01,-0.03,-1.43,1.23,-0.04,-0.01,0.01,Break,Break,2017-04-28 08:32:09:368,3
-0.99,0.03,-0.14,0.01,-0.01,-0.01,-0.03,-1.43,1.23,-0.02,0.0,0.01,Squat,firstHalf,2017-04-28 08:32:09:469,3
-0.99,0.03,-0.14,0.02,-0.0,-0.0,-0.03,-1.43,1.23,-0.01,-0.02,-0.0,Squat,firstHalf,2017-04-28 08:32:09:568,3
-0.99,0.03,-0.14,0.0,-0.0,0.0,-0.03,-1.43,1.23,0.01,-0.02,-0.02,Squat,firstHalf,2017-04-28 08:32:09:668,3
-0.99,0.03,-0.14,0.02,0.01,-0.01,-0.03,-1.43,1.23,-0.01,0.06,-0.17,Squat,firstHalf,2017-04-28 08:32:09:769,3
-0.99,-0.0,-0.16,0.04,0.11,0.03,0.0,-1.41,1.22,-0.01,0.33,-0.46,Squat,firstHalf,2017-04-28 08:32:09:868,3
-0.98,-0.03,-0.2,0.29,0.06,0.12,0.03,-1.37,1.22,-0.05,0.42,-0.29,Squat,firstHalf,2017-04-28 08:32:09:968,3
-0.97,-0.06,-0.23,0.44,0.05,0.09,0.06,-1.33,1.2,-0.15,0.68,-0.21,Squat,firstHalf,2017-04-28 08:32:10:069,3
-0.95,-0.07,-0.29,0.42,0.04,0.11,0.07,-1.27,1.18,-0.21,0.03,-0.35,Squat,firstHalf,2017-04-28 08:32:10:169,3
-0.96,-0.1,-0.27,0.13,0.04,0.02,0.1,-1.3,1.16,-0.01,0.05,-0.47,Squat,firstHalf,2017-04-28 08:32:10:268,3
-0.94,-0.14,-0.31,-0.09,0.01,-0.01,0.14,-1.25,1.15,0.17,0.48,-0.46,Squat,firstHalf,2017-04-28 08:32:10:370,3
-0.92,-0.18,-0.34,-0.02,0.01,-0.01,0.18,-1.21,1.16,0.2,0.02,-0.34,Squat,firstHalf,2017-04-28 08:32:10:468,3
-0.91,-0.21,-0.35,-0.09,-0.0,-0.02,0.21,-1.2,1.16,0.19,0.36,-0.28,Squat,firstHalf,2017-04-28 08:32:10:568,3
-0.91,-0.25,-0.34,-0.08,-0.09,-0.07,0.25,-1.21,1.18,0.24,-0.46,-0.33,Squat,firstHalf,2017-04-28 08:32:10:668,3
-0.91,-0.28,-0.31,-0.22,-0.08,-0.11,0.28,-1.24,1.18,0.19,0.04,-0.38,Squat,firstHalf,2017-04-28 08:32:10:769,3
-0.9,-0.31,-0.3,-0.32,-0.11,-0.19,0.32,-1.25,1.19,0.07,0.03,-0.12,Squat,secondHalf,2017-04-28 08:32:10:869,3
-0.9,-0.32,-0.3,-0.48,-0.09,-0.21,0.32,-1.25,1.19,-0.09,-0.07,-0.03,Squat,secondHalf,2017-04-28 08:32:10:969,3
-0.9,-0.32,-0.3,-0.47,-0.09,-0.17,0.33,-1.24,1.18,-0.04,-0.01,-0.04,Squat,secondHalf,2017-04-28 08:32:11:068,3
-0.89,-0.32,-0.32,-0.31,-0.08,-0.13,0.33,-1.23,1.17,-0.04,0.14,0.02,Squat,secondHalf,2017-04-28 08:32:11:168,3
-0.9,-0.31,-0.32,-0.11,-0.03,-0.09,0.31,-1.23,1.17,-0.1,-0.03,0.25,Squat,secondHalf,2017-04-28 08:32:11:268,3
-0.91,-0.27,-0.31,-0.02,-0.01,-0.06,0.28,-1.24,1.18,-0.11,-0.27,0.44,Squat,secondHalf,2017-04-28 08:32:11:368,3
-0.93,-0.23,-0.29,-0.0,-0.02,-0.05,0.23,-1.27,1.18,-0.1,-0.26,0.39,Squat,secondHalf,2017-04-28 08:32:11:468,3
-0.94,-0.19,-0.28,0.04,0.04,-0.02,0.2,-1.28,1.18,-0.08,0.03,0.36,Squat,secondHalf,2017-04-28 08:32:11:568,3
-0.95,-0.16,-0.27,0.19,-0.02,0.02,0.16,-1.3,1.18,-0.04,-0.26,0.35,Squat,secondHalf,2017-04-28 08:32:11:668,3
-0.96,-0.13,-0.24,0.21,0.01,0.01,0.13,-1.32,1.19,0.0,-0.32,0.27,Squat,secondHalf,2017-04-28 08:32:11:768,3
-0.97,-0.1,-0.21,0.24,0.02,0.04,0.1,-1.36,1.2,0.02,-0.15,0.3,Squat,secondHalf,2017-04-28 08:32:11:868,3
-0.98,-0.05,-0.21,0.32,-0.03,0.07,0.05,-1.36,1.2,-0.21,-0.18,0.58,Squat,secondHalf,2017-04-28 08:32:11:968,3
-0.99,-0.0,-0.17,0.24,-0.1,0.05,0.0,-1.4,1.18,-0.35,-0.37,0.08,Squat,secondHalf,2017-04-28 08:32:12:069,3
-0.99,-0.01,-0.16,-0.07,0.04,0.05,0.01,-1.41,1.15,-0.17,0.28,-0.14,Squat,secondHalf,2017-04-28 08:32:12:168,3
-0.99,0.0,-0.13,0.09,-0.01,-0.03,-0.0,-1.44,1.14,-0.22,-0.59,0.1,Break,Break,2017-04-28 08:32:12:268,3
-0.99,0.01,-0.12,-0.05,0.03,-0.08,-0.01,-1.45,1.12,-0.15,0.18,-0.02,Break,Break,2017-04-28 08:32:12:368,3
-0.99,0.02,-0.13,0.02,0.07,-0.08,-0.02,-1.44,1.12,0.08,-0.18,0.1,Break,Break,2017-04-28 08:32:12:468,3
-0.99,0.03,-0.14,0.05,0.09,-0.11,-0.03,-1.43,1.13,0.22,-0.1,0.01,Break,Break,2017-04-28 08:32:12:568,3
-0.99,0.02,-0.14,0.08,0.0,-0.09,-0.02,-1.43,1.16,0.33,-0.08,-0.27,Break,Break,2017-04-28 08:32:12:667,3
-0.99,-0.02,-0.13,-0.04,-0.01,-0.06,0.02,-1.44,1.17,-0.09,-0.37,-0.44,Break,Break,2017-04-28 08:32:12:768,3
-0.99,-0.04,-0.11,-0.03,-0.01,0.01,0.04,-1.46,1.15,-0.19,-0.29,-0.18,Break,Break,2017-04-28 08:32:12:868,3
-0.99,-0.08,-0.09,-0.02,-0.07,0.0,0.08,-1.48,1.14,0.37,0.01,-0.86,Break,Break,2017-04-28 08:32:12:969,3
-0.94,-0.33,-0.13,1.05,-0.23,-0.18,0.34,-1.44,1.05,-0.64,-0.93,-3.2,Break,Break,2017-04-28 08:32:13:068,3
-0.75,-0.66,-0.11,-0.07,-0.53,0.27,0.71,-1.43,0.91,-0.47,1.25,-4.85,Break,Break,2017-04-28 08:32:13:168,3
-0.32,-0.94,-0.12,-0.51,-0.09,0.25,1.23,-1.22,0.77,1.49,-1.16,-4.61,Squat,firstHalf,2017-04-28 08:32:13:269,3
-0.1,-1.0,-0.01,-0.97,-0.23,-0.17,1.47,-1.42,0.97,0.33,0.23,-0.7,Squat,firstHalf,2017-04-28 08:32:13:369,3
-0.25,-0.97,-0.04,-0.58,-0.09,-0.04,1.32,-1.4,0.96,-0.33,-0.34,3.31,Squat,firstHalf,2017-04-28 08:32:13:467,3
-0.64,-0.76,-0.03,-0.23,-0.39,0.09,0.87,-1.52,1.08,0.33,-0.22,4.38,Squat,firstHalf,2017-04-28 08:32:13:568,3
-0.86,-0.5,0.01,0.09,-0.41,-0.07,0.53,-1.58,1.18,0.49,1.24,2.66,Squat,firstHalf,2017-04-28 08:32:13:667,3
-0.96,-0.26,-0.09,0.63,-0.03,0.04,0.27,-1.48,1.2,-0.28,1.1,2.6,Squat,firstHalf,2017-04-28 08:32:13:768,3
-0.97,-0.07,-0.23,0.8,-0.05,0.18,0.07,-1.34,1.19,-0.4,1.53,1.56,Squat,firstHalf,2017-04-28 08:32:13:868,3
-0.91,0.05,-0.41,0.65,-0.51,0.29,-0.05,-1.15,1.18,-0.22,0.74,0.26,Squat,firstHalf,2017-04-28 08:32:13:969,3
-0.94,0.01,-0.33,0.37,-0.06,-0.07,-0.01,-1.23,1.18,0.23,-0.63,-0.64,Squat,firstHalf,2017-04-28 08:32:14:068,3
-0.94,-0.05,-0.33,-0.12,-0.03,-0.11,0.05,-1.24,1.18,0.13,0.15,-0.55,Squat,firstHalf,2017-04-28 08:32:14:168,3
-0.94,-0.09,-0.32,-0.15,-0.04,-0.14,0.09,-1.25,1.18,0.12,-0.1,-0.34,Squat,firstHalf,2017-04-28 08:32:14:268,3
-0.94,-0.13,-0.31,-0.36,-0.04,-0.2,0.13,-1.26,1.17,0.09,-0.2,-0.35,Squat,firstHalf,2017-04-28 08:32:14:368,3
-0.95,-0.16,-0.28,-0.68,-0.11,-0.34,0.16,-1.28,1.17,0.0,-0.23,-0.22,Squat,firstHalf,2017-04-28 08:32:14:468,3
-0.94,-0.15,-0.31,-0.9,-0.05,-0.34,0.15,-1.25,1.15,-0.3,0.52,0.39,Squat,firstHalf,2017-04-28 08:32:14:568,3
-0.95,-0.1,-0.3,-0.26,-0.14,-0.12,0.1,-1.26,1.15,-0.06,-0.44,0.29,Squat,secondHalf,2017-04-28 08:32:14:669,3
-0.95,-0.1,-0.31,-0.05,-0.11,-0.2,0.1,-1.26,1.14,-0.17,0.53,-0.13,Squat,secondHalf,2017-04-28 08:32:14:768,3
-0.93,-0.1,-0.36,0.01,-0.05,-0.1,0.1,-1.2,1.1,-0.39,-0.03,-0.17,Squat,secondHalf,2017-04-28 08:32:14:868,3
-0.93,-0.11,-0.36,0.04,0.01,-0.07,0.11,-1.2,1.05,-0.57,-0.01,-0.17,Squat,secondHalf,2017-04-28 08:32:14:968,3
-0.92,-0.08,-0.38,0.05,0.0,0.06,0.08,-1.18,1.0,-0.51,-0.01,0.23,Squat,secondHalf,2017-04-28 08:32:15:068,3
-0.94,-0.03,-0.34,0.24,-0.0,0.06,0.03,-1.23,0.97,-0.34,-0.86,0.46,Squat,secondHalf,2017-04-28 08:32:15:168,3
-0.96,0.01,-0.27,0.26,-0.0,0.06,-0.01,-1.3,0.97,0.05,-0.46,0.31,Squat,secondHalf,2017-04-28 08:32:15:269,3
-0.97,0.01,-0.25,0.59,-0.0,0.1,-0.01,-1.32,1.0,0.34,0.01,-0.17,Squat,secondHalf,2017-04-28 08:32:15:368,3
-0.97,-0.07,-0.23,0.7,-0.0,0.08,0.07,-1.34,1.01,0.26,-0.87,-1.57,Squat,secondHalf,2017-04-28 08:32:15:468,3
-0.94,-0.33,-0.08,0.49,-0.02,-0.02,0.34,-1.48,0.99,-0.07,-1.37,-3.81,Squat,secondHalf,2017-04-28 08:32:15:569,3
-0.7,-0.71,-0.08,-0.39,-0.29,0.13,0.79,-1.46,0.92,0.07,0.63,-4.45,Squat,secondHalf,2017-04-28 08:32:15:670,3
-0.4,-0.91,-0.07,-0.67,-0.14,-0.02,1.15,-1.41,0.92,0.91,0.5,-3.71,Squat,secondHalf,2017-04-28 08:32:15:770,3
-0.11,-0.99,0.0,-0.43,-0.15,-0.25,1.46,-1.58,1.11,0.22,0.21,-2.11,Squat,secondHalf,2017-04-28 08:32:15:869,3
0.02,-1.0,-0.02,-0.34,-0.04,-0.16,1.54,0.79,-1.25,-0.35,0.28,-0.75,Squat,secondHalf,2017-04-28 08:32:15:969,3
-0.0,-1.0,-0.06,-0.34,0.05,-0.01,1.51,-0.08,-0.36,-0.28,0.65,0.88,Break,Break,2017-04-28 08:32:16:069,3
-0.07,-0.99,-0.08,0.04,-0.1,-0.03,1.47,-0.69,0.33,-0.14,0.74,0.59,Break,Break,2017-04-28 08:32:16:169,3
-0.1,-0.99,-0.09,0.16,0.06,-0.01,1.43,-0.85,0.53,0.11,0.16,0.23,Break,Break,2017-04-28 08:32:16:268,3
-0.11,-0.99,-0.05,0.1,0.08,0.02,1.45,-1.1,0.77,0.5,-0.42,-0.07,Break,Break,2017-04-28 08:32:16:369,3
-0.09,-1.0,0.0,-0.08,-0.04,-0.16,1.48,-1.6,1.25,0.6,0.21,-0.26,Break,Break,2017-04-28 08:32:16:468,3
-0.07,-1.0,0.03,-0.02,-0.06,-0.21,1.5,-1.93,1.61,-0.08,0.17,-0.27,Break,Break,2017-04-28 08:32:16:569,3
-0.06,-1.0,-0.01,-0.06,0.03,-0.04,1.51,-1.34,1.03,-0.3,-0.16,0.16,Break,Break,2017-04-28 08:32:16:668,3
-0.09,-0.99,-0.03,-0.1,0.01,0.0,1.47,-1.22,0.9,-0.18,0.12,0.46,Break,Break,2017-04-28 08:32:16:768,3
-0.15,-0.99,-0.05,0.02,-0.02,-0.06,1.41,-1.23,0.93,-0.07,0.07,0.73,Break,Break,2017-04-28 08:32:16:868,3
-0.24,-0.97,-0.06,0.07,-0.02,-0.09,1.32,-1.33,0.99,-0.17,-0.62,1.29,Break,Break,2017-04-28 08:32:16:969,3
-0.45,-0.89,-0.05,-0.08,-0.12,-0.05,1.1,-1.45,1.06,0.06,-0.3,2.26,Squat,firstHalf,2017-04-28 08:32:17:069,3
-0.64,-0.77,-0.03,0.07,-0.14,-0.09,0.88,-1.53,1.11,0.1,-0.46,2.49,Squat,firstHalf,2017-04-28 08:32:17:168,3
-0.8,-0.61,-0.03,0.03,-0.11,-0.07,0.65,-1.54,1.12,0.01,0.4,2.0,Squat,firstHalf,2017-04-28 08:32:17:267,3
-0.88,-0.46,-0.09,0.21,0.02,0.06,0.48,-1.47,1.12,-0.29,0.9,1.77,Squat,firstHalf,2017-04-28 08:32:17:368,3
-0.94,-0.28,-0.18,0.44,-0.05,0.17,0.28,-1.38,1.11,-0.53,0.42,1.68,Squat,firstHalf,2017-04-28 08:32:17:468,3
-0.97,-0.14,-0.2,0.44,-0.06,0.02,0.14,-1.36,1.09,-0.36,0.11,1.13,Squat,firstHalf,2017-04-28 08:32:17:568,3
